track_title,artist_name,spotify_album,spotify_release_date,spotify_duration_ms,spotify_popularity,spotify_genres,spotify_danceability,spotify_energy,spotify_valence,spotify_acousticness,spotify_instrumentalness,spotify_liveness,spotify_speechiness,spotify_tempo,spotify_mode,spotify_loudness,spotify_time_signature
BAD DREAMS,TEDDY SWIMS,Bad Dreams,2024-09-13,184577,83,"",0.707,0.68,0.62,0.274,0.0,0.0932,0.0884,125.058,1,-6.203,4
I HAD SOME HELP,POST MALONE & MORGAN WALLEN,F-1 Trillion,2024-08-15,178205,85,dfw rap,0.644,0.874,0.753,0.0113,0.0,0.227,0.0265,128.017,1,-4.723,4
Whataya Want from Me,Adam Lambert,For Your Entertainment,2009-11-23,227320,59,dance pop,0.44,0.683,0.445,0.00706,0.0,0.0593,0.0489,185.948,0,-4.732,4
What Goes Around.../...Comes Around,Justin Timberlake,FutureSex/LoveSounds,2006-09-12,448573,71,dance pop,0.687,0.723,0.432,0.122,0.00102,0.573,0.0709,76.0,1,-4.751,4
Control,Zoe Wees,Control,2020-03-13,230880,69,german pop,0.6,0.465,0.0682,0.643,1.48e-6,0.149,0.0314,113.81,1,-4.951,4
DROPS OF JUPITER (TELL ME),TRAIN,Drops Of Jupiter,2001-03-27,259933,80,dance pop,0.481,0.638,0.497,0.153,0.0,0.154,0.0276,79.064,1,-5.862,4
I'd Rather Pretend,Bryant Barnes,VANITY,2024-07-26,184560,76,bedroom r&b,0.56,0.346,0.271,0.926,0.0256,0.116,0.0293,129.901,1,-9.798,4
Halo,Beyoncé,I AM...SASHA FIERCE,2008-11-14,261640,64,pop,0.508,0.72,0.472,0.272,0.0,0.0563,0.0628,79.983,0,-5.908,4
Low,Flo Rida ,Mail on Sunday,2008-03-17,231400,80,dance pop,0.918,0.609,0.304,0.0928,0.0,0.139,0.0791,128.008,0,-5.64,4
THEREFORE I AM,BILLIE EILISH,Happier Than Ever,2021-07-30,173539,72,art pop,0.879,0.365,0.663,0.227,0.135,0.0583,0.0924,94.016,1,-7.781,4
We Found Love,"Rihanna, Calvin Harris",Talk That Talk,2011-11-18,215226,81,barbadian pop,0.735,0.766,0.6,0.025,0.00141,0.108,0.0384,127.975,1,-4.485,4
Talk,Coldplay,X&Y,2005-06-07,311291,64,permanent wave,0.415,0.554,0.163,0.00541,0.00202,0.155,0.0334,120.318,0,-10.839,4
La Rompe Corazones,Daddy Yankee ,La Rompe Corazones,2017-01-13,204520,68,latin hip hop,0.685,0.859,0.891,0.116,0.0,0.317,0.0553,176.018,0,-2.595,4
HIGHEST IN THE ROOM,TRAVIS SCOTT,HIGHEST IN THE ROOM,2019-10-04,175720,85,rap,0.598,0.427,0.0605,0.0546,5.83e-6,0.21,0.0317,76.469,0,-8.764,4
O SOL,VITOR KLEY,Adrenalizou,2018-10-18,211447,62,"",0.62,0.694,0.631,0.0303,0.0,0.117,0.0261,97.483,0,-4.253,4
COLD,MAROON 5 feat. FUTURE,Red Pill Blues (Deluxe),2018-06-15,234308,62,pop,0.692,0.717,0.412,0.138,0.0,0.0464,0.107,99.838,0,-6.346,4
BECAUSE OF YOU,NE-YO,Because Of You,2007-01-01,266840,74,dance pop,0.81,0.538,0.832,0.53,0.0,0.0951,0.0357,109.97,0,-5.783,4
HEY YA,OUTKAST,Speakerboxxx/The Love Below,2003-01-01,235213,81,atl hip hop,0.727,0.974,0.965,0.103,0.000532,0.174,0.0664,79.526,0,-2.261,4
Magic,Coldplay,Ghost Stories,2014-05-19,285014,72,permanent wave,0.738,0.482,0.352,0.0266,0.621,0.106,0.0402,93.457,0,-8.917,4
Perfect Strangers,"Jonas Blue, JP Cooper",Blue,2018-11-09,196613,74,pop,0.73,0.861,0.704,0.39,0.0,0.213,0.0451,117.965,1,-4.1,4
Big Yellow Taxi,Counting Crows,Hard Candy,2002-07-08,225573,60,neo mellow,0.678,0.866,0.842,0.00295,0.0,0.16,0.048,88.041,1,-4.341,4
amor de ganga,miguel luz,Amor De Ganga,2024-10-22,206908,50,hip hop tuga,0.658,0.793,0.454,0.208,0.0,0.0797,0.0609,156.974,1,-9.526,4
All I Ask,Adele,25,2015-11-20,271800,68,british soul,0.591,0.28,0.348,0.889,0.0,0.124,0.0283,141.916,1,-5.494,4
Ordinary Love,U2,Songs Of Experience (Deluxe Edition),2017-12-01,227173,54,irish rock,0.617,0.621,0.378,0.0207,0.000038,0.0879,0.0306,124.992,1,-10.233,4
Lua,Ivandro ,Trovador,2024-02-16,192417,56,hip hop tuga,0.641,0.395,0.372,0.837,0.0000864,0.119,0.0512,151.97,0,-7.708,4
HALO,BEYONCÉ,I AM...SASHA FIERCE,2008-11-14,261640,64,pop,0.508,0.72,0.472,0.272,0.0,0.0563,0.0628,79.983,0,-5.908,4
Stay,The Kid Laroi,F*CK LOVE 3+: OVER YOU,2021-07-27,141805,82,australian hip hop,0.591,0.764,0.478,0.0383,0.0,0.103,0.0483,169.928,1,-5.484,4
Adventure of a Lifetime,Coldplay,A Head Full of Dreams,2015-12-04,263786,79,permanent wave,0.638,0.924,0.53,0.00205,0.000175,0.149,0.036,111.995,1,-3.887,4
Save Room,John Legend,Once Again,2006-10-24,235666,58,neo soul,0.69,0.572,0.375,0.0451,0.0,0.0969,0.0264,111.92,1,-6.131,4
Numb / Encore,"Linkin Park, Jay Z",Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,2004-11-30,205733,78,east coast hip hop,0.687,0.793,0.751,0.0603,0.0,0.582,0.166,107.045,1,-4.254,4
SATELLITE,HARRY STYLES,Harry's House,2022-05-20,218577,72,pop,0.576,0.457,0.301,0.143,0.0000305,0.0917,0.0304,138.984,1,-6.473,4
ALWAYS,GAVIN JAMES,Only Ticket Home,2018-10-26,247842,41,irish pop,0.381,0.481,0.162,0.0509,0.0,0.1,0.0365,123.09,1,-5.82,4
Let Me Love You,DJ Snake,Encore,2016-08-05,205946,83,dance pop,0.475,0.715,0.159,0.0863,0.0000267,0.135,0.058,199.892,1,-5.371,4
Vayorken,Capicua,Sereia louca,2014-03-10,261027,29,hip hop tuga,0.742,0.615,0.429,0.0952,9.87e-6,0.304,0.186,99.288,1,-9.14,4
AO TEU OUVIDO,"BUBA ESPINHO, BÁRBARA TINOCO",Ao Teu Ouvido (feat. Bárbara Tinoco),2023-09-01,216706,41,tuna,0.838,0.253,0.359,0.758,0.0000458,0.111,0.0559,119.957,1,-13.578,4
POINTLESS,LEWIS CAPALDI,Broken By Desire To Be Heavenly Sent,2023-05-19,231120,66,pop,0.443,0.613,0.342,0.0663,0.0,0.113,0.047,120.865,1,-4.214,4
Baby I Love U!,Jennifer Lopez,The Reel Me,2003-11-18,251560,34,dance pop,0.837,0.632,0.825,0.014,6.87e-6,0.335,0.0578,111.978,1,-8.471,3
Tusa,Karol G,Tusa,2019-11-07,200960,72,reggaeton,0.803,0.715,0.574,0.295,0.000134,0.0574,0.298,101.085,1,-3.28,4
Chamadas,Ivandro ,Trovador,2024-02-16,155456,52,hip hop tuga,0.494,0.638,0.447,0.778,0.000159,0.316,0.254,98.528,0,-7.873,4
Just Dance,"Lady Gaga, Colby Odonis",The Fame,2008-01-01,241933,74,art pop,0.822,0.739,0.745,0.0264,0.0000428,0.181,0.0311,118.99,0,-4.541,4
LA TORTURA,SHAKIRA [+] ALEJANDRO SANZ,"Fijación Oral, Vol. 1",2005-06-03,212893,74,colombian pop,0.74,0.783,0.812,0.0297,0.000308,0.123,0.0427,100.011,1,-5.367,4
YELLOW,COLDPLAY,Parachutes,2000-07-10,266773,88,permanent wave,0.429,0.661,0.285,0.00239,0.000121,0.234,0.0281,173.372,1,-7.227,4
JAR OF HEARTS,CHRISTINA PERRI,lovestrong.,2011-05-10,246587,69,pop,0.349,0.348,0.0886,0.726,0.0,0.12,0.0316,74.541,1,-6.142,4
I'm Sorry,Mizzy Miles,I'm Sorry,2022-11-18,202280,49,hip hop tuga,0.62,0.671,0.23,0.193,0.0,0.143,0.143,126.644,1,-5.815,5
GREEDY,TATE McRAE,greedy,2023-09-15,131872,86,pop,0.749,0.729,0.816,0.261,0.0,0.113,0.0321,111.004,0,-3.19,1
BECAUSE OF YOU,KELLY CLARKSON,Breakaway,2004-01-17,219493,64,dance pop,0.583,0.584,0.136,0.254,0.0,0.123,0.0314,140.039,0,-5.362,4
"Friends, Lovers or Nothing",John Mayer,Battle Studies,2009-11-13,359240,44,neo mellow,0.526,0.672,0.388,0.0266,0.014,0.133,0.029,134.332,1,-7.89,4
Rehab,Amy Winehouse,Back To Black (Deluxe Edition),2006-01-01,214946,73,british soul,0.407,0.558,0.777,0.0537,1.42e-6,0.34,0.0552,71.815,1,-13.609,4
I WILL WAIT,MUMFORD & SONS,Babel (Deluxe Version),2012-09-21,276720,64,modern folk rock,0.48,0.756,0.449,0.00993,0.00704,0.312,0.0333,131.127,1,-5.399,4
Waiting for Love,Avicii,Stories,2015-10-02,230613,78,dance pop,0.579,0.736,0.613,0.31,0.0,0.198,0.0527,127.999,0,-3.863,4
Keep Holding On,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,239906,60,canadian pop,0.162,0.786,0.138,0.0374,0.0,0.143,0.038,161.192,1,-2.353,3
Tu Não Mentes,Soraia Tavares,Tu Não Mentes,2024-09-27,196000,24,"",0.534,0.81,0.718,0.235,0.00245,0.356,0.123,114.903,0,-5.149,4
Here With Me,d4vd,Petals to Thorns,2023-05-26,242484,83,bedroom pop,0.575,0.45,0.263,0.531,0.0000659,0.124,0.0259,132.039,1,-9.306,4
That's So True,Gracie Abrams,The Secret of Us (Deluxe),2024-10-18,166300,87,alt z,0.554,0.808,0.372,0.214,0.0,0.159,0.0368,108.548,1,-4.169,4
ALL FOR LOVE,BRYAN ADAMS [+] ROD STEWART [+] STING,Anthology,2005-10-18,282773,34,canadian pop,0.506,0.534,0.124,0.197,0.0,0.0907,0.0257,74.846,1,-6.888,4
UNSTOPPABLE,SIA,This Is Acting (Deluxe Version),2016-10-21,217746,77,pop,0.468,0.779,0.26,0.112,0.000373,0.101,0.0779,173.799,1,-4.839,4
Superstar,Jamelia,Thank You,2003-06-30,215480,67,bubblegum dance,0.801,0.645,0.824,0.046,0.0,0.0357,0.0356,110.011,1,-6.93,4
FOI ASSIM QUE ACONTECEU,MARISA LIZ,Foi Assim Que Aconteceu,2023-03-09,205898,38,"",0.523,0.347,0.114,0.732,3.07e-6,0.24,0.034,119.233,1,-8.842,3
Relación [remix],Sech ,Relación (Remix),2020-09-04,247308,65,panamanian pop,0.793,0.771,0.835,0.0337,1.51e-6,0.284,0.0959,171.943,1,-3.417,4
Te Felicito,Shakira,Te Felicito,2022-04-21,172235,70,colombian pop,0.695,0.636,0.575,0.234,0.0,0.081,0.317,174.14,1,-4.654,4
I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),2009-01-01,289133,74,dance pop,0.744,0.766,0.61,0.0873,0.0,0.509,0.0265,127.966,1,-6.375,4
MILES ON IT,MARSHMELLO & KANE BROWN,Miles On It,2024-05-03,168355,82,brostep,0.634,0.761,0.785,0.00537,0.0,0.549,0.0472,129.963,1,-4.752,4
Por Tua Imensa Saudade,Sétima Legião,De Um Tempo Ausente,2009-02-09,88813,20,portuguese rock,0.544,0.156,0.46,0.956,0.88,0.102,0.0361,89.884,1,-16.229,3
Rockstar,Post Malone,beerbongs & bentleys,2018-04-27,218146,80,dfw rap,0.585,0.52,0.129,0.124,0.0000775,0.131,0.0713,159.798,0,-6.136,4
FAZ BEM,"BLUAY, JULINHO KSD",Faz Bem,2024-01-19,183714,59,trap tuga,0.76,0.787,0.25,0.155,0.00342,0.0918,0.0835,97.993,1,-5.692,4
Bad Day,Daniel Powter,Daniel Powter,2005-02-22,233640,73,canadian pop,0.599,0.785,0.52,0.448,0.00336,0.151,0.0309,140.046,1,-4.013,4
Acorda Pedrinho,Jovem Dionisio,"Acorda, Pedrinho",2022-03-24,173085,54,indie curitibano,0.876,0.359,0.876,0.187,1.71e-6,0.666,0.341,124.016,0,-11.169,4
Para os Braços da Minha Mãe,"Pedro Abrunhosa, Camané",Corpo i Alma,2020-11-27,255680,29,portuguese pop,0.379,0.173,0.403,0.932,0.00137,0.122,0.0348,99.804,1,-10.614,4
See You Again,"Wiz Khalifa, Charlie Puth",See You Again (feat. Charlie Puth),2015-01-01,229525,81,hip hop,0.689,0.481,0.283,0.369,1.03e-6,0.0649,0.0815,80.025,1,-7.503,4
CALM DOWN,"Rema, Selena Gomez",Calm Down (with Selena Gomez),2022-08-25,239317,79,afrobeats,0.801,0.806,0.802,0.382,0.000669,0.114,0.0381,106.999,1,-5.206,4
BABY DONT HURT ME,"DAVID GUETTA, ANNE-MARIE, COI LERAY",Baby Don't Hurt Me,2023-04-06,140017,82,big room,0.602,0.91,0.228,0.00126,0.000174,0.12,0.0308,127.944,1,-3.404,4
Let It Go,James Bay,Chaos And The Calm,2015-03-23,260532,63,neo mellow,0.536,0.311,0.246,0.82,0.0000165,0.107,0.0288,147.486,1,-10.396,4
Undecided,Chris Brown,Indigo,2019-06-28,185000,57,r&b,0.407,0.612,0.488,0.288,0.0,0.198,0.13,96.943,0,-4.387,4
CIRCLES,POST MALONE,Hollywood's Bleeding,2019-09-06,215280,84,dfw rap,0.695,0.763,0.551,0.189,0.00242,0.0863,0.0396,120.042,1,-3.497,4
Por Enquanto,Plutónio,Por Enquanto,2022-06-30,142341,50,hip hop tuga,0.696,0.708,0.699,0.492,0.000726,0.101,0.0666,97.907,1,-6.815,4
MY GIRL,TEMPTATIONS,The Temptations Sing Smokey,1965-03-22,165000,80,classic soul,0.574,0.418,0.692,0.636,0.0,0.0961,0.0345,104.57,1,-10.739,4
Who,Jimin ,MUSE,2024-07-19,170887,92,k-pop,0.66,0.756,0.838,0.00289,0.0,0.193,0.032,116.034,0,-3.743,4
Tipo Gin [ao vivo],Kevin o Chris,Todo Mundo Ama O Chris (Ao Vivo),2021-04-09,159146,50,funk 150 bpm,0.75,0.668,0.786,0.78,3.13e-6,0.338,0.061,94.998,0,-4.49,4
Desce pro Play (PA PA PA),MC Zaac,Desce Pro Play (PA PA PA),2020-06-26,168507,57,funk carioca,0.935,0.71,0.635,0.0769,1.92e-6,0.173,0.158,100.009,0,-5.085,4
A Pele que Há em Mim (Quando o Dia Entardeceu),"Márcia, JP Simões",Dá,2011-08-15,234280,33,musica portuguesa contemporanea,0.637,0.158,0.0919,0.924,0.00362,0.111,0.0374,104.502,1,-13.508,3
Roça Em Mim,Zé Felipe,Roça Em Mim,2022-11-17,158171,63,agronejo,0.846,0.81,0.762,0.222,0.0,0.139,0.0867,135.074,0,-3.332,4
HYMN FOR THE WEEKEND,COLDPLAY,A Head Full of Dreams,2015-12-04,258266,81,permanent wave,0.491,0.693,0.412,0.211,6.92e-6,0.325,0.0377,90.027,0,-6.487,4
COLD LITTLE HEART,MICHAEL KIWANUKA,Cold Little Heart (Radio Edit),2017-02-24,210299,72,british soul,0.629,0.58,0.655,0.357,0.000353,0.436,0.0278,110.264,0,-6.208,4
Passou Tanto Tempo,Jorge Cruz,Passou Tanto Tempo,2024-10-18,194000,16,"",0.553,0.481,0.217,0.798,0.0000111,0.165,0.039,159.955,1,-7.045,4
O AMOR E MAGICO,EXPENSIVE SOUL,Utopia,2010-05-03,259672,44,portuguese pop,0.691,0.8,0.958,0.00436,0.0257,0.0363,0.0503,121.999,1,-6.304,4
RIVER,MILEY CYRUS,Endless Summer Vacation,2023-08-18,162973,60,pop,0.613,0.803,0.461,0.000525,0.000333,0.189,0.0367,127.989,1,-5.171,4
ROCKSTAR,POST MALONE feat. 21 SAVAGE,beerbongs & bentleys,2018-04-27,218146,80,dfw rap,0.585,0.52,0.129,0.124,0.0000775,0.131,0.0713,159.798,0,-6.136,4
Human,Rag'n'Bone Man,Human (Deluxe),2017-02-10,200186,79,neo soul,0.602,0.707,0.554,0.393,0.0,0.165,0.302,75.087,1,-4.097,4
Loucos,"Matias Damásio, Heber",Por Amor,2016-09-30,270053,46,kizomba,0.514,0.573,0.355,0.525,0.0000228,0.0942,0.241,90.046,1,-9.093,4
Shadow of the Day,Linkin Park,Minutes to Midnight,2007-05-14,289906,66,alternative metal,0.529,0.376,0.0581,0.00539,0.0195,0.107,0.0288,110.026,1,-7.913,4
Treasure,Bruno Mars,Unorthodox Jukebox,2012-12-07,178560,83,dance pop,0.874,0.692,0.937,0.0412,0.0000724,0.324,0.0431,116.017,0,-5.28,4
OUTSIDE OF LOVE,BECKY HILL,Believe Me Now?,2024-05-31,175628,58,pop dance,0.657,0.895,0.127,0.00903,4.46e-6,0.239,0.0522,126.014,1,-3.978,4
BREAK FREE,ARIANA GRANDE [+] ZEDD,My Everything (Deluxe),2014-08-22,214840,75,pop,0.686,0.702,0.29,0.00637,0.0000446,0.204,0.0455,129.948,0,-5.325,4
Sei-te de Cor,Paulo Gonzo,Paulo Gonzo,2006-07-20,244986,38,portuguese rock,0.437,0.462,0.139,0.674,1.35e-6,0.256,0.0321,66.212,1,-6.812,4
Só Te Faz Bem,Diogo Piçarra,Só Te Faz Bem,2019-06-14,160993,20,portuguese pop,0.343,0.406,0.106,0.528,0.000188,0.107,0.0336,159.506,1,-9.324,3
The Joker and the Queen,"Ed Sheeran, Taylor Swift",The Joker And The Queen (feat. Taylor Swift),2022-02-11,185422,62,pop,0.528,0.309,0.307,0.924,2.1e-6,0.282,0.0329,133.83,1,-7.398,4
BAD DAY,DANIEL POWTER,Daniel Powter,2005-02-22,233640,73,canadian pop,0.599,0.785,0.52,0.448,0.00336,0.151,0.0309,140.046,1,-4.013,4
I CAN DO IT WITH A BROKEN HEART,TAYLOR SWIFT,THE TORTURED POETS DEPARTMENT,2024-04-18,218004,83,pop,0.701,0.751,0.22,0.123,0.0,0.15,0.0502,129.994,1,-8.39,4
Love Me Like You Do,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),2018-02-09,253520,73,indietronica,0.489,0.597,0.323,0.27,0.0,0.105,0.0292,95.013,0,-6.633,4
Eu Gosto de Ti,Elas,9,2019-11-29,208700,29,musica portuguesa contemporanea,0.567,0.26,0.381,0.81,0.0000489,0.0972,0.0326,104.859,1,-13.116,4
DOIS CORAÇÕES PARTIDOS,"JOANA ALMEIRANTE, SAMUEL URIA",Leva-me pra Longe,2023-03-15,204386,30,musica portuguesa contemporanea,0.453,0.159,0.159,0.889,0.0,0.0898,0.0375,100.555,1,-13.031,4
STRIP THAT DOWN,LIAM PAYNE feat. QUAVO,LP1,2019-12-06,202061,74,pop,0.873,0.495,0.546,0.199,0.0,0.0805,0.0518,106.033,1,-5.446,4
RAISE YOUR GLASS,PINK,Raise Your Glass,2010-10-05,202960,77,dance pop,0.7,0.709,0.624,0.0048,0.0,0.029,0.0838,122.019,1,-5.006,4
GLIMPSE OF US,JOJI,Glimpse of Us,2022-06-10,233456,77,viral pop,0.44,0.317,0.268,0.891,4.78e-6,0.141,0.0531,169.914,1,-9.258,3
Super Freaky Girl,Nicki Minaj ,Queen Radio: Volume 1,2022-08-26,170977,68,hip pop,0.951,0.878,0.923,0.0509,0.0000161,0.321,0.211,133.014,1,-2.565,4
BLEEDING LOVE,LEONA LEWIS,Spirit,2007-01-01,262466,74,british soul,0.638,0.656,0.225,0.188,0.0,0.146,0.0357,104.036,1,-5.886,4
CRY ME A RIVER,JUSTIN TIMBERLAKE,Justified,2002-11-04,288333,75,dance pop,0.624,0.654,0.564,0.577,0.0,0.104,0.183,73.898,0,-6.582,4
ITS A SIN,YEARS & YEARS,It’s a sin,2021-05-11,284807,42,glam rock,0.596,0.891,0.2,0.035,4.19e-6,0.186,0.0429,124.986,0,-5.925,4
FILL ME UP,LINDA PERRY,In Flight,2005-01-01,301000,31,"",0.458,0.589,0.342,0.176,0.00773,0.092,0.0269,149.224,1,-9.04,4
Locked Out of Heaven,Bruno Mars,Unorthodox Jukebox,2012-12-07,233478,87,dance pop,0.726,0.698,0.867,0.049,0.0,0.309,0.0431,143.994,1,-4.165,4
Home Again,Michael Kiwanuka,Home Again,2012-01-01,212373,54,british soul,0.524,0.321,0.27,0.702,0.0,0.124,0.032,85.328,0,-11.452,4
Tou Bem,ProfJam,#FFFFFF,2019-02-22,191679,45,hip hop tuga,0.637,0.366,0.332,0.411,0.0,0.0991,0.425,131.138,0,-12.863,4
Yonaguni,Bad Bunny,Yonaguni,2021-06-04,206710,75,reggaeton,0.644,0.648,0.44,0.276,0.0,0.135,0.118,179.951,1,-4.601,4
The Kill,Thirty Seconds to Mars,A Beautiful Lie,2005-01-01,231533,77,modern rock,0.179,0.912,0.289,0.0014,0.000294,0.582,0.0791,182.99,0,-3.881,3
Happier,Marshmello,Happier,2018-08-17,214289,82,brostep,0.687,0.792,0.671,0.191,0.0,0.167,0.0452,100.011,1,-2.749,4
YOUR SONG,ELTON JOHN,Elton John,1970-04-10,241786,79,glam rock,0.552,0.315,0.324,0.828,5.52e-6,0.101,0.0299,128.187,1,-11.028,4
FORTNIGHT,TAYLOR SWIFT FEAT. POST MALONE,THE TORTURED POETS DEPARTMENT,2024-04-18,228965,85,pop,0.504,0.386,0.281,0.502,0.0000153,0.0961,0.0308,192.004,1,-10.976,4
Tears Dry on Their Own,Amy Winehouse,Back To Black (Deluxe Edition),2006-01-01,186440,73,british soul,0.634,0.543,0.468,0.525,0.0,0.232,0.182,121.56,0,-13.391,4
Don't Forget About Us,Mariah Carey,The Emancipation Of Mimi (Ultra Platinum Edition),2005-04-12,233866,56,dance pop,0.699,0.543,0.431,0.0457,0.0,0.1,0.0383,143.635,0,-6.859,4
ITS NOT FAIR,KENYA GRACE,The After Taste,2024-03-22,162253,49,singer-songwriter pop,0.52,0.49,0.392,0.509,0.00174,0.0901,0.164,172.008,0,-10.605,4
Rude,Magic!,Don't Kill the Magic,2014-06-25,224840,82,pop,0.773,0.758,0.925,0.0422,0.0,0.305,0.0381,144.033,1,-4.993,4
SUNFLOWER,POST MALONE & SWAE LEE,Hollywood's Bleeding,2019-09-06,157560,82,dfw rap,0.755,0.522,0.925,0.533,0.0,0.0685,0.0575,89.96,1,-4.368,4
Thinkin 'bout You,Frank Ocean,channel ORANGE,2012-07-10,200746,83,lgbtq+ hip hop,0.721,0.339,0.2,0.409,0.00153,0.0973,0.0532,129.83,1,-11.195,4
Put A Little Hurt On Me,Rag'n'Bone Man,What Do You Believe In? (Deluxe),2024-10-18,167382,55,neo soul,0.559,0.84,0.678,0.0887,0.000481,0.192,0.0868,83.913,0,-3.591,4
Born With A Broken Heart,Damiano David,Born With a Broken Heart,2024-10-25,208956,71,"",0.326,0.834,0.59,0.00108,0.0,0.101,0.0536,171.758,1,-3.189,4
Don't You Worry Child,Swedish House Mafia,Don't You Worry Child,2012-09-14,212862,78,edm,0.612,0.84,0.438,0.112,0.0,0.116,0.0509,129.042,0,-3.145,4
HOT IN HERRE,NELLY,Nellyville,2002-06-25,228240,74,dance pop,0.956,0.741,0.911,0.204,0.0,0.0615,0.124,107.075,0,-4.753,4
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,220734,84,dance pop,0.635,0.841,0.424,0.0134,0.0,0.0622,0.0422,109.021,1,-5.379,4
PRICELESS,INSTINTO 26 & IVANDRO,Priceless,2024-05-17,212727,35,hip hop tuga,0.533,0.521,0.537,0.698,0.0,0.0837,0.0342,87.976,0,-4.844,4
Antes Dela Dizer que Sim,Bárbara Tinoco,Antes Dela Dizer Que Sim,2019-04-15,185196,37,portuguese pop,0.409,0.329,0.521,0.826,0.0,0.12,0.0787,180.386,1,-10.031,3
(Isn't It) Obvious,Alessia Cara,(Isn’t It) Obvious,2024-10-21,231496,61,canadian contemporary r&b,0.685,0.69,0.529,0.00302,0.0317,0.0522,0.0497,171.966,1,-7.594,4
"Hold On, We're Going Home",Drake,Nothing Was The Same,2013-01-01,227880,70,canadian hip hop,0.777,0.414,0.287,0.00421,0.0000273,0.0724,0.0946,100.002,0,-7.44,4
In My Blood,Shawn Mendes,Shawn Mendes,2018-05-25,211360,70,canadian pop,0.622,0.711,0.487,0.0573,0.0,0.13,0.0665,140.016,1,-7.321,4
Galopa,Pedro Sampaio,CHAMA MEU NOME,2022-02-02,140500,63,funk carioca,0.763,0.85,0.77,0.285,0.0,0.104,0.0409,150.009,0,-4.036,4
Bichota,Karol G ,KG0516,2021-03-26,178693,69,reggaeton,0.864,0.658,0.865,0.204,0.000626,0.105,0.154,163.922,0,-4.105,4
Faded,Alan Walker,Different World,2018-12-14,212106,79,electro house,0.468,0.627,0.159,0.0281,7.97e-6,0.11,0.0476,179.642,1,-5.085,4
Os Maridos das Outras,Miguel Araújo,Cinco Dias e Meio,2012-05-21,239880,39,portuguese pop,0.776,0.379,0.88,0.352,0.0,0.104,0.0414,128.164,1,-8.961,4
I Don't Care,Ed Sheeran,No.6 Collaborations Project,2019-07-12,219946,78,pop,0.798,0.676,0.843,0.0902,0.0,0.0894,0.0442,101.956,1,-5.041,4
WE CANT BE FRIENDS (WAIT FOR YOUR LOVE),ARIANA GRANDE,eternal sunshine,2024-03-08,228639,86,pop,0.645,0.646,0.295,0.0615,0.0000304,0.074,0.0427,115.842,1,-8.334,4
Scar Tissue,Red Hot Chili Peppers,Californication (Deluxe Edition),1999-06-08,215906,83,alternative rock,0.595,0.717,0.547,0.0779,0.00274,0.108,0.0295,88.969,1,-4.803,4
NOITE,IVANDRO & VITOR KLEY,Trovador,2024-02-16,206522,49,hip hop tuga,0.823,0.534,0.634,0.55,0.0000751,0.151,0.117,109.01,0,-7.448,4
Mamiii,Becky G,ESQUEMAS,2022-05-13,226093,78,latin pop,0.836,0.703,0.902,0.0845,0.0,0.138,0.0657,94.048,0,-3.554,4
Next To You,JVKE,next to you,2024-10-25,154255,64,modern indie pop,0.315,0.412,0.262,0.651,0.000915,0.105,0.0419,175.842,1,-12.357,3
UNDER THE INFLUENCE,CHRIS BROWN,Indigo (Extended),2019-10-04,184613,83,r&b,0.755,0.562,0.368,0.0186,0.000231,0.18,0.0355,116.931,0,-8.947,4
Rosas,Kappa Jotta,ROSAS,2022-05-11,177272,49,hip hop tuga,0.8,0.341,0.751,0.859,0.0,0.144,0.0923,87.915,0,-9.329,4
Europa,Mizzy Miles,EUROPA (feat. Gson),2022-06-01,216800,51,hip hop tuga,0.794,0.619,0.183,0.0701,0.0,0.164,0.0991,98.05,1,-5.636,4
SIDE TO SIDE,"ARIANA GRANDE, NICKI MINAJ",Dangerous Woman,2016-05-20,226160,66,pop,0.649,0.736,0.612,0.0528,0.0,0.235,0.23,159.182,0,-5.84,4
Se Ao Menos,"Inês Apenas, Irma",Se Ao Menos,2024-05-05,205016,16,"",0.499,0.16,0.298,0.819,4.95e-6,0.0974,0.0443,141.963,1,-12.362,3
IF YOURE NOT THE ONE,DANIEL BEDINGFIELD,Gotta Get Thru This,2002-01-01,257160,48,europop,0.687,0.537,0.264,0.561,0.0,0.107,0.0305,120.023,1,-7.639,4
LONELY,JUSTIN BIEBER & BENNY BLANCO,Justice,2021-03-19,149189,73,canadian pop,0.619,0.241,0.0719,0.9,0.0,0.116,0.046,79.461,0,-7.102,4
NAO SOMOS IGUAIS,DIANA LIMA,Beco Com Saída,2024-03-08,185517,35,portuguese pop,0.775,0.486,0.484,0.561,0.00576,0.107,0.0561,100.132,0,-7.277,4
CORACAO,JURA,sortaminha,2024-05-16,163111,19,portuguese pop,0.612,0.726,0.54,0.52,0.0000284,0.258,0.0685,108.239,0,-6.55,4
The Door,Teddy Swims,I've Tried Everything But Therapy (Part 1),2023-09-15,212648,86,"",0.731,0.861,0.759,0.0193,0.0,0.123,0.0532,127.922,0,-5.483,4
